ID base,Exercício base,Resultado final,Ordem candidato,Nome candidato,Índice de similaridade (não é probabilidade),Equipamento,Grupo catálogo,Diferenças / justificativa,Referências no catálogo,Fonte catálogo
7053,Flexão de Braços Aberta com Pés no Step',Revisar,1,Wide Hand Push up,63,Body weight,Chest,não descrito no candidato: step,Illustrations!1309 (ID 1311); Illustrations!3987 (ID 4037); Animated GIFs!1295 (ID 131113); Animated GIFs!3858 (ID 403713); Videos!1024 (ID 131112); Videos!2683 (ID 403712),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7053,Flexão de Braços Aberta com Pés no Step',Revisar,2,Chest Tap Push-up (male),63,Body weight,Chest,"não descrito no candidato: step, wide",Illustrations!3183 (ID 3216); Animated GIFs!3065 (ID 321613); Videos!2140 (ID 321612),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7053,Flexão de Braços Aberta com Pés no Step',Revisar,3,Wide to Narrow Push-up,59,Body weight,Chest,não descrito no candidato: step,Illustrations!4709 (ID 4807); Animated GIFs!4580 (ID 480713),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7054,Flexão Tocando Ombro no Step',Revisar,1,Shoulder Tap Push-up (female),84,Body weight,Chest,não descrito no candidato: step,Illustrations!3778 (ID 3819); Animated GIFs!700 (ID 069913); Videos!2525 (ID 381912),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7054,Flexão Tocando Ombro no Step',Revisar,2,Close Grip Push-up Shoulder Tap,70,Body weight,Upper Arms,não descrito no candidato: step; variação adicional no candidato: close,Videos!8264 (ID 1028612),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7054,Flexão Tocando Ombro no Step',Revisar,3,Kneeling Shoulder Tap Push-up (female),66,Body weight,Chest,não descrito no candidato: step; variação adicional no candidato: kneeling,Videos!3072 (ID 465812); Videos!4661 (ID 649812),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7055,Prancha Pés no Step',Revisar,1,Plank Feet Tap,84,Body weight,Waist,não descrito no candidato: step,Videos!3222 (ID 492712),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7055,Prancha Pés no Step',Revisar,2,Plank Knee Tap (female),72,Body weight,Waist,não descrito no candidato: step,Illustrations!6248 (ID 9999); Animated GIFs!6105 (ID 999913); Videos!8053 (ID 999912); Videos!8294 (ID 1031612),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7055,Prancha Pés no Step',Revisar,3,Plank Hands Tap Feet Tap (male),70,Body weight,Waist,não descrito no candidato: step,Videos!6296 (ID 818112),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7056,Retrocesso Alternado no Step,Revisar,1,Alternate Sprinter Lunge,71,Body weight,"Hips, Thighs","não descrito no candidato: reverse, step",Illustrations!3446 (ID 3480); Animated GIFs!3321 (ID 348013); Videos!2302 (ID 348012),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7056,Retrocesso Alternado no Step,Revisar,2,Alternate Sprinter Lunge (female),71,Body weight,Thighs,"não descrito no candidato: reverse, step",Videos!5251 (ID 709512),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7056,Retrocesso Alternado no Step,Revisar,3,Balance Rear Lunge (female),67,Body weight,Thighs,"não descrito no candidato: alternating, step",Videos!5497 (ID 734512),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7057,Retrocesso com Rotação no Step',Revisar,1,4 Reverse Lunge and 4 Side Taps (female),69,Body weight,Plyometrics,"não descrito no candidato: step, twisting",Videos!4309 (ID 613412),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7057,Retrocesso com Rotação no Step',Revisar,2,Suspension Rear Lunge,67,Suspension,Thighs,"não descrito no candidato: step, twisting; variação adicional no candidato: suspension",Illustrations!1129 (ID 1129); Animated GIFs!1122 (ID 112913); Videos!894 (ID 112912),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7057,Retrocesso com Rotação no Step',Revisar,3,Smith rear lunge (version 2),66,Smith machine,Thighs,"não descrito no candidato: step, twisting; variação adicional no candidato: smith",Illustrations!888 (ID 0887); Illustrations!5314 (ID 5825); Animated GIFs!886 (ID 088713); Animated GIFs!5182 (ID 582513); Videos!719 (ID 088712); Videos!4020 (ID 582512); Videos!9269 (ID 1141912),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7058,Retrocesso Unilateral com Halter no Step',Revisar,1,Dumbbell Single Arm Overhead Lunge,79,Dumbbell,Thighs,"não descrito no candidato: reverse, step",Illustrations!4956 (ID 5095); Animated GIFs!4826 (ID 509513); Videos!3361 (ID 509512),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7058,Retrocesso Unilateral com Halter no Step',Revisar,2,Dumbbell Rear Lunge to Single Arm Shoulders Press (male),79,Dumbbell,Thighs,não descrito no candidato: step,Illustrations!6278 (ID 10096); Animated GIFs!6135 (ID 1009613); Videos!8150 (ID 1009612),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7058,Retrocesso Unilateral com Halter no Step',Revisar,3,Dumbbell Sliding Rear Lunge Single Arm Press (male),78,Dumbbell,Thighs,não descrito no candidato: step,Videos!8000 (ID 994612),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7059,Retrocesso Unilateral no Step,Revisar,1,Smith Unilateral Side Lunge (male),71,Smith machine,Thighs,"não descrito no candidato: reverse, step; variação adicional no candidato: smith",Videos!9527 (ID 1167912); Videos!9555 (ID 1170712),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7059,Retrocesso Unilateral no Step,Revisar,2,Smith rear lunge (version 2),63,Smith machine,Thighs,"não descrito no candidato: step, unilateral; variação adicional no candidato: smith",Illustrations!888 (ID 0887); Illustrations!5314 (ID 5825); Animated GIFs!886 (ID 088713); Animated GIFs!5182 (ID 582513); Videos!719 (ID 088712); Videos!4020 (ID 582512); Videos!9269 (ID 1141912),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7059,Retrocesso Unilateral no Step,Revisar,3,Wall Supported Reverse Lunge (male),62,Body weight,Thighs,"não descrito no candidato: step, unilateral; variação adicional no candidato: supported",Videos!7451 (ID 935712),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7060,Rosca 45 + Rotação no Step',Revisar,1,Sitting Biceps Curl on a Chair (female),55,Body weight,Upper Arms,"não descrito no candidato: 45, step, twisting",Videos!7182 (ID 908812),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7060,Rosca 45 + Rotação no Step',Revisar,2,Smith Seated Wrist Curl,53,Smith machine,Forearms,"não descrito no candidato: 45, step, twisting; variação adicional no candidato: seated, smith",Illustrations!1424 (ID 1426); Animated GIFs!1410 (ID 142613); Videos!1106 (ID 142612),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7060,Rosca 45 + Rotação no Step',Revisar,3,EZ Bar Seated Wrist Curl,52,EZ Barbell,Forearms,"não descrito no candidato: 45, step, twisting; variação adicional no candidato: ez, seated",Illustrations!5226 (ID 5579); Animated GIFs!5094 (ID 557913); Videos!3796 (ID 557912); Videos!9410 (ID 1156012),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7061,Rosca 45 Alternada no Step',Revisar,1,Lever Alternate Biceps Curl,70,Leverage machine,Upper Arms,"não descrito no candidato: 45, step; variação adicional no candidato: lever",Illustrations!1032 (ID 1032); Illustrations!6665 (ID 11658); Animated GIFs!1025 (ID 103213); Animated GIFs!6519 (ID 1165813); Videos!811 (ID 103212); Videos!9506 (ID 1165812),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7061,Rosca 45 Alternada no Step',Revisar,2,Kettlebell Alternate Biceps Curl,67,Kettlebell,Upper Arms,"não descrito no candidato: 45, step; variação adicional no candidato: kettlebell",Videos!4360 (ID 618512),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7061,Rosca 45 Alternada no Step',Revisar,3,Dumbbell Alternate Biceps Curl,65,Dumbbell,Upper Arms,"não descrito no candidato: 45, step; variação adicional no candidato: dumbbell",Illustrations!286 (ID 0285); Illustrations!1195 (ID 1196); Illustrations!2551 (ID 2584); Animated GIFs!286 (ID 028513); Animated GIFs!1188 (ID 119613); Animated GIFs!2440 (ID 258413); Videos!240 (ID 028512); Videos!946 (ID 119612); Videos!1770 (ID 258412),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7062,Rosca 45 no Step',Revisar,1,Biceps Curl with Bed Sheet,58,Body weight,Upper Arms,"não descrito no candidato: 45, step",Illustrations!3713 (ID 3748); Animated GIFs!3588 (ID 374813),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7062,Rosca 45 no Step',Revisar,2,Smith Biceps Curl,56,Smith machine,Upper Arms,"não descrito no candidato: 45, step; variação adicional no candidato: smith",Videos!1277 (ID 168312); Videos!5234 (ID 707812),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7062,Rosca 45 no Step',Revisar,3,Cable Seated Curl,54,Cable,Upper Arms,"não descrito no candidato: 45, step; variação adicional no candidato: cable, seated",Illustrations!1639 (ID 1641); Illustrations!3029 (ID 3062); Animated GIFs!1625 (ID 164113); Animated GIFs!2918 (ID 306213); Videos!1257 (ID 164112),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7063,Rosca Alternado Sentado no Step',Revisar,1,Dumbbell Seated Alternate Biceps Curl (female),69,Dumbbell,Upper Arms,não descrito no candidato: step; variação adicional no candidato: dumbbell,Illustrations!3726 (ID 3761); Animated GIFs!3601 (ID 376113); Videos!2500 (ID 376112),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7063,Rosca Alternado Sentado no Step',Revisar,2,Kettlebell Alternate Biceps Curl,68,Kettlebell,Upper Arms,"não descrito no candidato: seated, step; variação adicional no candidato: kettlebell",Videos!4360 (ID 618512),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7063,Rosca Alternado Sentado no Step',Revisar,3,Lever Alternate Biceps Curl,68,Leverage machine,Upper Arms,"não descrito no candidato: seated, step; variação adicional no candidato: lever",Illustrations!1032 (ID 1032); Illustrations!6665 (ID 11658); Animated GIFs!1025 (ID 103213); Animated GIFs!6519 (ID 1165813); Videos!811 (ID 103212); Videos!9506 (ID 1165812),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7064,Rosca Direta Sentado no Step',Revisar,1,Smith Seated Wrist Curl,64,Smith machine,Forearms,não descrito no candidato: step; variação adicional no candidato: smith,Illustrations!1424 (ID 1426); Animated GIFs!1410 (ID 142613); Videos!1106 (ID 142612),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7064,Rosca Direta Sentado no Step',Revisar,2,Seated Biceps Curl on Chair (male),63,Body weight,Upper Arms,não descrito no candidato: step,Videos!8458 (ID 1048112),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7064,Rosca Direta Sentado no Step',Revisar,3,EZ Bar Seated Wrist Curl,62,EZ Barbell,Forearms,não descrito no candidato: step; variação adicional no candidato: ez,Illustrations!5226 (ID 5579); Animated GIFs!5094 (ID 557913); Videos!3796 (ID 557912); Videos!9410 (ID 1156012),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7065,Rosca Martelo Sentado no Step',Revisar,1,Two Legs Hammer Curl with Towel (VERSION 2),65,Body weight,Upper Arms,"não descrito no candidato: seated, step",Illustrations!3808 (ID 3851); Animated GIFs!3679 (ID 385113); Videos!2551 (ID 385112),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7065,Rosca Martelo Sentado no Step',Revisar,2,Dumbbell Seated Hammer Curl,64,Dumbbell,Upper Arms,não descrito no candidato: step; variação adicional no candidato: dumbbell,Illustrations!1676 (ID 1678); Animated GIFs!1662 (ID 167813); Videos!1274 (ID 167812); Videos!5560 (ID 740912),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7065,Rosca Martelo Sentado no Step',Revisar,3,Dumbbell One Arm Seated Hammer Curl,61,Dumbbell,Upper Arms,"não descrito no candidato: step; variação adicional no candidato: dumbbell, unilateral",Illustrations!1667 (ID 1669); Animated GIFs!1653 (ID 166913),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7066,Salto Lateral Sob Step',Revisar,1,Lateral Jump (female),69,Body weight,Plyometrics,não descrito no candidato: step,Illustrations!6675 (ID 11782); Animated GIFs!6529 (ID 1178213); Videos!9630 (ID 1178212),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7066,Salto Lateral Sob Step',Revisar,2,Side to Side Jump over StepBox (male),61,Body weight,Plyometrics,não descrito no candidato: step,Illustrations!6418 (ID 10732); Animated GIFs!6275 (ID 1073213); Videos!8684 (ID 1073212),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7066,Salto Lateral Sob Step',Revisar,3,Jump Step Jump,60,Body weight,Plyometrics,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!4613 (ID 4706); Animated GIFs!4484 (ID 470613); Videos!3099 (ID 470612),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7067,Sentar e Levantar com Desenvolvimento no Step',Revisar,1,Lever Seated Shoulder Press,66,Leverage machine,Shoulders,"não descrito no candidato: step; variação adicional no candidato: lever, seated",Illustrations!1452 (ID 1454); Illustrations!2850 (ID 2883); Animated GIFs!1438 (ID 145413); Animated GIFs!2739 (ID 288313); Videos!1124 (ID 145412); Videos!1954 (ID 288312),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7067,Sentar e Levantar com Desenvolvimento no Step',Revisar,2,Lever Seated Single Arm Shoulder Press,63,Leverage machine,Shoulders,"não descrito no candidato: step; variação adicional no candidato: lever, seated, unilateral",Videos!6788 (ID 869312),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7067,Sentar e Levantar com Desenvolvimento no Step',Revisar,3,Band Seated Shoulder Press,61,Band,Shoulders,"não descrito no candidato: step; variação adicional no candidato: band, seated",Videos!5031 (ID 687312),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7068,Subida + Agachamento no Step',Revisar,1,Side Step Squat (female),73,Body weight,Hips,Nome semelhante; equivalência da execução ainda não confirmada.,Videos!4481 (ID 631712),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7068,Subida + Agachamento no Step',Revisar,2,Side Step Squat (male),73,Body weight,Thighs,Nome semelhante; equivalência da execução ainda não confirmada.,Videos!8545 (ID 1056812),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7068,Subida + Agachamento no Step',Revisar,3,Stepdown Squat,65,Body weight,Thighs,não descrito no candidato: step,Illustrations!4205 (ID 4256),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7069,Subida Alternado no Step',Revisar,1,Lateral Step-up,72,Body weight,Hips,não descrito no candidato: alternating,Illustrations!567 (ID 0566),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7069,Subida Alternado no Step',Revisar,2,Lateral Step-up,72,Body weight,Thighs,não descrito no candidato: alternating,Illustrations!4995 (ID 5154); Animated GIFs!567 (ID 056613); Animated GIFs!4865 (ID 515413); Videos!472 (ID 056612); Videos!3415 (ID 515412),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7069,Subida Alternado no Step',Revisar,3,Smith Lateral Step-Up,62,Smith machine,Thighs,não descrito no candidato: alternating; variação adicional no candidato: smith,Illustrations!885 (ID 0884); Animated GIFs!883 (ID 088413); Videos!718 (ID 088412); Videos!4019 (ID 582412),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7070,Subida e Descida com Elevação de Braços no Step',Revisar,1,Hands-up Side Step (female),64,Body weight,Plyometrics,Nome semelhante; equivalência da execução ainda não confirmada.,Videos!4045 (ID 585012),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7070,Subida e Descida com Elevação de Braços no Step',Revisar,2,Arms-up Rotational Side Step (male),60,Body weight,Plyometrics,Nome semelhante; equivalência da execução ainda não confirmada.,Videos!6626 (ID 851112),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7070,Subida e Descida com Elevação de Braços no Step',Revisar,3,Barbell Bench Lateral Step-up (male),55,Barbell,Thighs,variação adicional no candidato: barbell,Illustrations!5729 (ID 6797); Animated GIFs!5596 (ID 679713); Videos!4959 (ID 679712),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7071,Subida e Descida no Step',Revisar,1,Hands-up Side Step (female),73,Body weight,Plyometrics,Nome semelhante; equivalência da execução ainda não confirmada.,Videos!4045 (ID 585012),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7071,Subida e Descida no Step',Revisar,2,Step-up on Chair,71,Body weight,"Hips, Thighs",Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!3410 (ID 3444); Animated GIFs!3285 (ID 344413); Videos!2284 (ID 344412),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7071,Subida e Descida no Step',Revisar,3,Step-up on Chair (VERSION 2),71,Body weight,Thighs,Nome semelhante; equivalência da execução ainda não confirmada.,Videos!5295 (ID 714012),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7072,Supinado Aberto + Fechado no Step',Revisar,1,Band Reverse Spider Curl,61,Band,Upper Arms,"não descrito no candidato: close, step, wide; variação adicional no candidato: band",Videos!5007 (ID 684912),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7072,Supinado Aberto + Fechado no Step',Revisar,2,Two Legs Reverse Biceps Curl with Towel (VERSION 2),58,Body weight,Upper Arms,"não descrito no candidato: close, step, wide",Illustrations!3807 (ID 3850); Animated GIFs!3678 (ID 385013); Videos!2550 (ID 385012),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7072,Supinado Aberto + Fechado no Step',Revisar,3,Barbell Reverse Spider Curl,57,Barbell,Upper Arms,"não descrito no candidato: close, step, wide; variação adicional no candidato: barbell",Videos!3740 (ID 551912),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7073,Supino Alternado + Simultâneo no Step',Revisar,1,Cable Standing Alternating Diagonal Chest Press (VERSION 3),66,Cable,Chest,"não descrito no candidato: step; variação adicional no candidato: cable, standing",Illustrations!6601 (ID 11274); Animated GIFs!6455 (ID 1127413); Videos!9124 (ID 1127412),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7073,Supino Alternado + Simultâneo no Step',Revisar,2,Band Alternate Incline Chest Press with Twist,65,Band,Chest,"não descrito no candidato: step; variação adicional no candidato: band, incline",Illustrations!3291 (ID 3324); Animated GIFs!3166 (ID 332413),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7073,Supino Alternado + Simultâneo no Step',Revisar,3,Dumbbell Alternate Bench Press (high start),64,Dumbbell,Chest,"não descrito no candidato: step; variação adicional no candidato: dumbbell, high",Illustrations!3661 (ID 3695); Animated GIFs!3536 (ID 369513); Videos!2455 (ID 369512),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7074,Supino com Halter no Step,Revisar,1,Dumbbell Bench Press,84,Dumbbell,Chest,não descrito no candidato: step,Illustrations!290 (ID 0289); Illustrations!2224 (ID 2254); Animated GIFs!290 (ID 028913); Animated GIFs!2113 (ID 225413); Videos!244 (ID 028912); Videos!1528 (ID 225412),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7074,Supino com Halter no Step,Revisar,2,Dumbbell Squeeze Bench Press,83,Dumbbell,Chest,não descrito no candidato: step,Illustrations!3647 (ID 3681); Illustrations!5941 (ID 7990); Animated GIFs!3522 (ID 368113); Videos!6106 (ID 799012),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7074,Supino com Halter no Step,Revisar,3,Dumbbell Squeeze Bench Press,83,Dumbbell,"Chest, Upper Arms",não descrito no candidato: step,Videos!2446 (ID 368112),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7075,Supino com Insistência no Step,Revisar,1,Svend Bench Press,68,Weighted,Upper Arms,"não descrito no candidato: pulse, step",Animated GIFs!4965 (ID 533213),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7075,Supino com Insistência no Step,Revisar,2,Svend Bench Press (female),68,Body weight,Upper Arms,"não descrito no candidato: pulse, step",Videos!7805 (ID 975112),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7075,Supino com Insistência no Step,Revisar,3,Weighted Svend Bench Press,67,Weighted,Upper Arms,"não descrito no candidato: pulse, step",Illustrations!5097 (ID 5332); Videos!3568 (ID 533212),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7076,Supino Fechado no Step',Revisar,1,Smith Close-Grip Bench Press,81,Smith machine,Upper Arms,não descrito no candidato: step; variação adicional no candidato: smith,Illustrations!752 (ID 0751); Animated GIFs!752 (ID 075113); Videos!614 (ID 075112); Videos!5552 (ID 740012),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7076,Supino Fechado no Step',Revisar,2,Cable Seated Chest Press,75,Cable,Chest,"não descrito no candidato: close, step; variação adicional no candidato: cable, seated",Illustrations!2136 (ID 2144); Illustrations!3028 (ID 3061); Animated GIFs!2027 (ID 214413); Animated GIFs!2917 (ID 306113); Videos!1459 (ID 214412); Videos!2068 (ID 306112); Videos!6052 (ID 792612),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7076,Supino Fechado no Step',Revisar,3,Suspension Close-grip Chest Press,72,Suspension,Chest,não descrito no candidato: step; variação adicional no candidato: suspension,Illustrations!1111 (ID 1111); Animated GIFs!1104 (ID 111113); Videos!878 (ID 111112),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7077,Supino Inclinado Alternado no Step',Revisar,1,Band Alternate Incline Chest Press with Twist,79,Band,Chest,não descrito no candidato: step; variação adicional no candidato: band,Illustrations!3291 (ID 3324); Animated GIFs!3166 (ID 332413),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7077,Supino Inclinado Alternado no Step',Revisar,2,Cable Standing Alternating Diagonal Chest Press (VERSION 3),67,Cable,Chest,"não descrito no candidato: incline, step; variação adicional no candidato: cable, standing",Illustrations!6601 (ID 11274); Animated GIFs!6455 (ID 1127413); Videos!9124 (ID 1127412),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7077,Supino Inclinado Alternado no Step',Revisar,3,Dumbbell Single Arm Alternate Decline Bench Press,66,Dumbbell,Chest,"não descrito no candidato: incline, step; variação adicional no candidato: decline, dumbbell, unilateral",Illustrations!4958 (ID 5097); Animated GIFs!4828 (ID 509713); Videos!3363 (ID 509712),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7078,Supino Inclinado com Insistência no Step',Revisar,1,Smith Incline Bench Press,72,Smith machine,Chest,"não descrito no candidato: pulse, step; variação adicional no candidato: smith",Illustrations!758 (ID 0757); Illustrations!5769 (ID 7003); Animated GIFs!758 (ID 075713); Animated GIFs!5633 (ID 700313); Videos!620 (ID 075712); Videos!5159 (ID 700312),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7078,Supino Inclinado com Insistência no Step',Revisar,2,Seated Incline Chest Press on a Chair (male),69,Body weight,Chest,"não descrito no candidato: pulse, step; variação adicional no candidato: seated",Illustrations!6039 (ID 8622); Animated GIFs!5898 (ID 862213); Videos!6737 (ID 862212),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7078,Supino Inclinado com Insistência no Step',Revisar,3,Smith Incline Wide Grip Bench Press (female),69,Smith machine,Chest,"não descrito no candidato: pulse, step; variação adicional no candidato: smith, wide",Videos!9442 (ID 1159212); Videos!9444 (ID 1159412),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
7079,Supino Inclinado com Rotação no Step',Revisar,1,Smith Incline Wide Grip Bench Press (female),71,Smith machine,Chest,"não descrito no candidato: step, twisting; variação adicional no candidato: smith, wide",Videos!9442 (ID 1159212); Videos!9444 (ID 1159412),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
