ID base,Exercício base,Resultado final,Ordem candidato,Nome candidato,Índice de similaridade (não é probabilidade),Equipamento,Grupo catálogo,Diferenças / justificativa,Referências no catálogo,Fonte catálogo
6105,Flexão de Braços Cachorro Baixo,Revisar,1,Lay Down Push-up (male),72,Body weight,Chest,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!5409 (ID 5997); Illustrations!5441 (ID 6029); Animated GIFs!5277 (ID 599713); Animated GIFs!5307 (ID 602913); Videos!4174 (ID 599712); Videos!4206 (ID 602912),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6105,Flexão de Braços Cachorro Baixo,Revisar,2,Diamond Push-up,69,Body weight,Upper Arms,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!284 (ID 0283); Illustrations!2664 (ID 2697); Animated GIFs!284 (ID 028313); Animated GIFs!2553 (ID 269713); Videos!238 (ID 028312); Videos!1850 (ID 269712),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6105,Flexão de Braços Cachorro Baixo,Revisar,3,Bird Dog Push-Up,67,Body weight,Chest,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!4010 (ID 4060); Animated GIFs!3881 (ID 406013); Videos!2695 (ID 406012),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6107,Hop Over,Revisar,1,Run and Hop (female),67,Body weight,Cardio,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!3236 (ID 3269); Animated GIFs!3118 (ID 326913); Videos!2183 (ID 326912),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6107,Hop Over,Revisar,2,Jump Box Over (male),63,Body weight,Plyometrics,"variação adicional no candidato: box, jump",Illustrations!3844 (ID 3887); Animated GIFs!3715 (ID 388713); Videos!2569 (ID 388712),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6107,Hop Over,Revisar,3,Hop Toe Tap,63,Body weight,Plyometrics,Nome semelhante; equivalência da execução ainda não confirmada.,Videos!3243 (ID 495412),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6108,Meio Burpee,Correspondência forte,1,Half Burpee (female),95,Body weight,Plyometrics,"Nome equivalente após tradução e normalização, sem diferença explícita.",Videos!8315 (ID 1033712),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6108,Meio Burpee,Correspondência forte,2,Walk Burpee (male),82,Body weight,Waist,Nome semelhante; equivalência da execução ainda não confirmada.,Videos!8498 (ID 1052112),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6108,Meio Burpee,Correspondência forte,3,Burpee with Chair (male),78,Body weight,Plyometrics,Nome semelhante; equivalência da execução ainda não confirmada.,Videos!8485 (ID 1050812),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6109,Meio Burpee com Descolamento,Revisar,1,Silent Burpee (female),65,Body weight,Plyometrics,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!4905 (ID 5039); Animated GIFs!4775 (ID 503913); Videos!3097 (ID 470412); Videos!3305 (ID 503912),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6109,Meio Burpee com Descolamento,Revisar,2,Half Burpee (female),63,Body weight,Plyometrics,Nome semelhante; equivalência da execução ainda não confirmada.,Videos!8315 (ID 1033712),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6109,Meio Burpee com Descolamento,Revisar,3,Silent Burpee with Chair (male),56,Body weight,Plyometrics,Nome semelhante; equivalência da execução ainda não confirmada.,Videos!8486 (ID 1050912),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6110,Polichinelo,Correspondência forte,1,Jumping Jack,95,Body weight,Cardio,"Nome equivalente após tradução e normalização, sem diferença explícita.",Illustrations!517 (ID 0516); Illustrations!3061 (ID 3094); Animated GIFs!517 (ID 051613); Animated GIFs!2950 (ID 309413); Videos!431 (ID 051612); Videos!2083 (ID 309412),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6110,Polichinelo,Correspondência forte,2,Push Jumping Jack (female),83,Body weight,Cardio,Nome semelhante; equivalência da execução ainda não confirmada.,Videos!3378 (ID 511312),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6110,Polichinelo,Correspondência forte,3,Half Jumping Jack (male),83,Body weight,Plyometrics,Nome semelhante; equivalência da execução ainda não confirmada.,Videos!5904 (ID 777712); Videos!6738 (ID 862312),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6112,Flexão de Braços Push Back Push Up,Revisar,1,Push-up Jack,84,Body weight,Chest,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!4897 (ID 5030); Animated GIFs!4767 (ID 503013); Videos!3296 (ID 503012); Videos!8633 (ID 1068112),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6112,Flexão de Braços Push Back Push Up,Revisar,2,Bear Push-up (male),83,Body weight,Chest,Nome semelhante; equivalência da execução ainda não confirmada.,Videos!5677 (ID 752712),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6112,Flexão de Braços Push Back Push Up,Revisar,3,Clock Push-Up,80,Body weight,Chest,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!259 (ID 0258); Animated GIFs!259 (ID 025813); Videos!218 (ID 025812); Videos!7102 (ID 900812),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6113,Flexão de Braços Push Back Twist,Revisar,1,Twist Push-up,84,Body weight,Chest,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!3916 (ID 3964); Animated GIFs!3787 (ID 396413); Videos!2629 (ID 396412),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6113,Flexão de Braços Push Back Twist,Revisar,2,Push-up Jack,73,Body weight,Chest,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!4897 (ID 5030); Animated GIFs!4767 (ID 503013); Videos!3296 (ID 503012); Videos!8633 (ID 1068112),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6113,Flexão de Braços Push Back Twist,Revisar,3,Push-up (on stability ball),70,Stability ball,Chest,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!656 (ID 0655); Illustrations!657 (ID 0656); Illustrations!2646 (ID 2679); Animated GIFs!656 (ID 065513); Animated GIFs!2535 (ID 267913); Videos!1842 (ID 267912),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6114,Retrocesso com Elevação de Braços,Revisar,1,Balance Rear Lunge (female),75,Body weight,Thighs,Nome semelhante; equivalência da execução ainda não confirmada.,Videos!5497 (ID 734512),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6114,Retrocesso com Elevação de Braços,Revisar,2,Barbell Rear Lunge (version 2),71,Barbell,Thighs,variação adicional no candidato: barbell,Illustrations!78 (ID 0077); Illustrations!79 (ID 0078); Animated GIFs!78 (ID 007713); Animated GIFs!79 (ID 007813); Animated GIFs!2085 (ID 222613); Videos!65 (ID 007712); Videos!66 (ID 007812); Videos!1505 (ID 222612),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6114,Retrocesso com Elevação de Braços,Revisar,3,Barbell Rear Lunge (female),71,Barbell,"Hips, Thighs",variação adicional no candidato: barbell,Illustrations!2196 (ID 2226),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6115,Retrocesso com Rotação de Tronco,Revisar,1,Smith rear lunge (version 2),80,Smith machine,Thighs,variação adicional no candidato: smith,Illustrations!888 (ID 0887); Illustrations!5314 (ID 5825); Animated GIFs!886 (ID 088713); Animated GIFs!5182 (ID 582513); Videos!719 (ID 088712); Videos!4020 (ID 582512); Videos!9269 (ID 1141912),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6115,Retrocesso com Rotação de Tronco,Revisar,2,Reverse Lunge Arm Reach Twist (male),79,Body weight,Thighs,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!6569 (ID 11088); Animated GIFs!6423 (ID 1108813); Videos!9039 (ID 1108812),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6115,Retrocesso com Rotação de Tronco,Revisar,3,Bodyweight Rear Lunge Twist (male),78,Body weight,Thighs,Nome semelhante; equivalência da execução ainda não confirmada.,Videos!5516 (ID 736412),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6116,Rock Lunges,Revisar,1,Side Lunge Rock (beginner) (female),57,Body weight,Hips,Nome semelhante; equivalência da execução ainda não confirmada.,Videos!6183 (ID 806712),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6116,Rock Lunges,Revisar,2,Side Lunge Rock (advanced) (female),57,Body weight,Hips,Nome semelhante; equivalência da execução ainda não confirmada.,Videos!6184 (ID 806812),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6116,Rock Lunges,Revisar,3,Band Lunges,51,Band,Thighs,variação adicional no candidato: band,Illustrations!910 (ID 0909); Animated GIFs!905 (ID 090913); Videos!731 (ID 090912),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6117,Roll To Burpee,Revisar,1,Half Burpee (female),73,Body weight,Plyometrics,Nome semelhante; equivalência da execução ainda não confirmada.,Videos!8315 (ID 1033712),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6117,Roll To Burpee,Revisar,2,Walk Burpee (male),73,Body weight,Waist,Nome semelhante; equivalência da execução ainda não confirmada.,Videos!8498 (ID 1052112),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6117,Roll To Burpee,Revisar,3,Burpee,71,Body weight,Cardio,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!1160 (ID 1160); Illustrations!2761 (ID 2794); Animated GIFs!1153 (ID 116013); Animated GIFs!2650 (ID 279413); Videos!916 (ID 116012); Videos!1902 (ID 279412),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6118,Saltito em L',Revisar,1,Run and Hop (female),67,Body weight,Cardio,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!3236 (ID 3269); Animated GIFs!3118 (ID 326913); Videos!2183 (ID 326912),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6118,Saltito em L',Revisar,2,Side to Side Hop,62,Body weight,Plyometrics,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!4994 (ID 5153); Illustrations!5965 (ID 8186); Illustrations!6084 (ID 8916); Animated GIFs!4864 (ID 515313); Animated GIFs!5825 (ID 818613); Animated GIFs!5942 (ID 891613); Videos!3414 (ID 515312); Videos!6301 (ID 818612); Videos!7010 (ID 891612),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6118,Saltito em L',Revisar,3,Square Hop,53,Body weight,Plyometrics,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!783 (ID 0782),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6119,Saltito em U',Revisar,1,Run and Hop (female),83,Body weight,Cardio,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!3236 (ID 3269); Animated GIFs!3118 (ID 326913); Videos!2183 (ID 326912),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6119,Saltito em U',Revisar,2,Square Hop,67,Body weight,Plyometrics,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!783 (ID 0782),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6119,Saltito em U',Revisar,3,Square Hop,67,Body weight,Cardio,Nome semelhante; equivalência da execução ainda não confirmada.,Animated GIFs!783 (ID 078213),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6120,Saltito Frente e Trás',Revisar,1,Front Scoops (female),69,Body weight,Shoulders,Nome semelhante; equivalência da execução ainda não confirmada.,Videos!3591 (ID 535812),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6120,Saltito Frente e Trás',Revisar,2,StrongMan Front Hold,67,Weighted,Shoulders,variação adicional no candidato: hold,Illustrations!2685 (ID 2718); Animated GIFs!2574 (ID 271813),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6120,Saltito Frente e Trás',Revisar,3,Front Plank Side Hop,67,Body weight,Plyometrics,variação adicional no candidato: plank,Illustrations!3715 (ID 3750); Animated GIFs!3590 (ID 375013); Videos!2492 (ID 375012),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6121,Saltito Lateral',Correspondência forte,1,Lateral Hops,90,Body weight,Plyometrics,"Correspondência terminológica revisada: movimento, equipamento e variante descrita compatíveis. Forte pelos metadados; execução visual não verificada.",Videos!3105 (ID 471212),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6121,Saltito Lateral',Correspondência forte,2,Lateral Cone Hop,81,Body weight,Plyometrics,Nome semelhante; equivalência da execução ainda não confirmada.,Videos!3425 (ID 516412),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6121,Saltito Lateral',Correspondência forte,3,Lateral Bound,75,Body weight,Plyometrics,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!564 (ID 0563),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6122,Clean com Kettlebell',Revisar,1,Kettlebell Hang Clean,84,Kettlebell,Thighs,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!536 (ID 0535); Videos!446 (ID 053512),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6122,Clean com Kettlebell',Revisar,2,Kettlebell Dead Clean,84,Kettlebell,Weightlifting,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!1563 (ID 1565); Animated GIFs!1549 (ID 156513),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6122,Clean com Kettlebell',Revisar,3,Kettlebell Clean and Jerk,84,Kettlebell,"Hips, Shoulders, Thighs",Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!4472 (ID 4542),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6123,Clean Aberto com Kettlebell',Revisar,1,Kettlebell Power Clean (male),84,Kettlebell,Weightlifting,não descrito no candidato: wide,Videos!9475 (ID 1162512); Videos!9476 (ID 1162612),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6123,Clean Aberto com Kettlebell',Revisar,2,Kettlebell Clean and Press,80,Kettlebell,Weightlifting,não descrito no candidato: wide,Illustrations!5321 (ID 5855); Animated GIFs!5189 (ID 585513); Videos!4050 (ID 585512); Videos!9305 (ID 1145512),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6123,Clean Aberto com Kettlebell',Revisar,3,Kettlebell Two Arm Clean,76,Kettlebell,Shoulders,não descrito no candidato: wide,Illustrations!553 (ID 0552); Animated GIFs!553 (ID 055213); Videos!461 (ID 055212); Videos!9235 (ID 1138512),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6124,Clean + Push Press Unilateral com Kettlebell',Correspondência forte,1,Kettlebell Single arm Clean and Push Press (male),90,Kettlebell,Weightlifting,"Correspondência terminológica revisada: movimento, equipamento e variante descrita compatíveis. Forte pelos metadados; execução visual não verificada.",Videos!6434 (ID 831912),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6124,Clean + Push Press Unilateral com Kettlebell',Correspondência forte,2,Kettlebell Single Arm Clean and Press (female),84,Kettlebell,Weightlifting,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!4461 (ID 4531); Animated GIFs!4332 (ID 453113); Videos!3552 (ID 530612),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6124,Clean + Push Press Unilateral com Kettlebell',Correspondência forte,3,Kettlebell Single Arm Clean (female),81,Kettlebell,Weightlifting,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!4460 (ID 4530); Animated GIFs!4331 (ID 453013); Animated GIFs!4344 (ID 454313); Videos!2982 (ID 453012); Videos!2990 (ID 454312),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6125,Snatch Alternado com Kettlebell',Revisar,1,Kettlebell Double Snatch,71,Kettlebell,Shoulders,não descrito no candidato: alternating,Illustrations!530 (ID 0529); Videos!442 (ID 052912),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6125,Snatch Alternado com Kettlebell',Revisar,2,Kettlebell Double Snatch,71,Kettlebell,Upper Arms,não descrito no candidato: alternating,Animated GIFs!530 (ID 052913),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6125,Snatch Alternado com Kettlebell',Revisar,3,Kettlebell Snatch (female),70,Kettlebell,Weightlifting,não descrito no candidato: alternating,Illustrations!4462 (ID 4532); Animated GIFs!4333 (ID 453213),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6126,Meio Thruster com Kettlebell',Revisar,1,Kettlebell Thruster,84,Kettlebell,Shoulders,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!551 (ID 0550); Animated GIFs!551 (ID 055013); Videos!459 (ID 055012),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6126,Meio Thruster com Kettlebell',Revisar,2,Kettlebell Thruster (female),84,Kettlebell,Weightlifting,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!4447 (ID 4517); Videos!2974 (ID 451712),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6126,Meio Thruster com Kettlebell',Revisar,3,Kettlebell Thruster (female),84,Kettlebell,"Shoulders, Thighs",Nome semelhante; equivalência da execução ainda não confirmada.,Animated GIFs!4318 (ID 451713),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6127,Moinho de Vento com Kettlebell',Correspondência forte,1,Kettlebell Windmill,95,Kettlebell,Waist,"Nome equivalente após tradução e normalização, sem diferença explícita.",Illustrations!555 (ID 0554); Illustrations!4449 (ID 4519); Animated GIFs!555 (ID 055413); Animated GIFs!4320 (ID 451913); Videos!463 (ID 055412); Videos!2975 (ID 451912),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6127,Moinho de Vento com Kettlebell',Correspondência forte,2,Kettlebell Low Windmill,84,Kettlebell,Waist,variação adicional no candidato: low,Videos!4364 (ID 618912),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6127,Moinho de Vento com Kettlebell',Correspondência forte,3,Kettlebell Double Windmill,84,Kettlebell,Waist,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!531 (ID 0530); Illustrations!4450 (ID 4520); Animated GIFs!531 (ID 053013); Animated GIFs!4321 (ID 452013),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6128,Swing com Kettlebell',Correspondência forte,1,Kettlebell Swing (female),95,Kettlebell,"Hips, Shoulders, Thighs","Nome equivalente após tradução e normalização, sem diferença explícita.",Illustrations!2504 (ID 2537); Animated GIFs!2393 (ID 253713); Videos!1741 (ID 253712),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6128,Swing com Kettlebell',Correspondência forte,2,Kettlebell Swing,95,Kettlebell,Hips,"Nome equivalente após tradução e normalização, sem diferença explícita.",Animated GIFs!550 (ID 054913); Videos!458 (ID 054912),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6128,Swing com Kettlebell',Correspondência forte,3,Kettlebell Full Swing,84,Kettlebell,"Hips, Shoulders",Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!3537 (ID 3571); Animated GIFs!3412 (ID 357113),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6129,Swing em 8 com Kettlebell',Revisar,1,Kettlebell Swing (female),84,Kettlebell,"Hips, Shoulders, Thighs",Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!2504 (ID 2537); Animated GIFs!2393 (ID 253713); Videos!1741 (ID 253712),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6129,Swing em 8 com Kettlebell',Revisar,2,Kettlebell Swing,84,Kettlebell,Hips,Nome semelhante; equivalência da execução ainda não confirmada.,Animated GIFs!550 (ID 054913); Videos!458 (ID 054912),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6129,Swing em 8 com Kettlebell',Revisar,3,Kettlebell Full Swing,84,Kettlebell,"Hips, Shoulders",Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!3537 (ID 3571); Animated GIFs!3412 (ID 357113),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6130,Swing Alternado com Kettlebell',Correspondência forte,1,Kettlebell Alternating Swing (male),95,Kettlebell,Hips,"Nome equivalente após tradução e normalização, sem diferença explícita.",Videos!7896 (ID 984212),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6130,Swing Alternado com Kettlebell',Correspondência forte,2,Kettlebell Banded Swing,71,Kettlebell,Hips,não descrito no candidato: alternating,Illustrations!4116 (ID 4167); Animated GIFs!3987 (ID 416713),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6130,Swing Alternado com Kettlebell',Correspondência forte,3,Kettlebell Double Swing (male),71,Kettlebell,Hips,não descrito no candidato: alternating,Videos!7900 (ID 984612),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6131,Swing Americano com Kettlebell',Revisar,1,Kettlebell Banded Swing,78,Kettlebell,Hips,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!4116 (ID 4167); Animated GIFs!3987 (ID 416713),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6131,Swing Americano com Kettlebell',Revisar,2,Kettlebell Alternating Swing (male),77,Kettlebell,Hips,variação adicional no candidato: alternating,Videos!7896 (ID 984212),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6131,Swing Americano com Kettlebell',Revisar,3,Kettlebell Swing (female),76,Kettlebell,"Hips, Shoulders, Thighs",Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!2504 (ID 2537); Animated GIFs!2393 (ID 253713); Videos!1741 (ID 253712),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6132,Swing Rockers com Kettlebell',Revisar,1,Kettlebell Swing,80,Kettlebell,Thighs,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!550 (ID 0549),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6132,Swing Rockers com Kettlebell',Revisar,2,Kettlebell Swing (female),80,Kettlebell,"Hips, Shoulders, Thighs",Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!2504 (ID 2537); Animated GIFs!2393 (ID 253713); Videos!1741 (ID 253712),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6132,Swing Rockers com Kettlebell',Revisar,3,Kettlebell Side Swing (male),80,Kettlebell,Waist,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!6003 (ID 8366); Illustrations!6309 (ID 10192); Animated GIFs!5862 (ID 836613); Animated GIFs!6166 (ID 1019213); Videos!6481 (ID 836612); Videos!8245 (ID 1019212),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6133,Thruster com Kettlebell',Correspondência forte,1,Kettlebell Thruster,95,Kettlebell,Shoulders,"Nome equivalente após tradução e normalização, sem diferença explícita.",Illustrations!551 (ID 0550); Animated GIFs!551 (ID 055013); Videos!459 (ID 055012),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6133,Thruster com Kettlebell',Correspondência forte,2,Kettlebell Thruster (female),95,Kettlebell,Weightlifting,"Nome equivalente após tradução e normalização, sem diferença explícita.",Illustrations!4447 (ID 4517); Videos!2974 (ID 451712),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6133,Thruster com Kettlebell',Correspondência forte,3,Kettlebell Thruster (female),95,Kettlebell,"Shoulders, Thighs","Nome equivalente após tradução e normalização, sem diferença explícita.",Animated GIFs!4318 (ID 451713),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
6134,Volta Ao Mundo com Kettlebell',Revisar,1,Kettlebell Arnold Press,74,Kettlebell,Shoulders,Nome semelhante; equivalência da execução ainda não confirmada.,Illustrations!524 (ID 0523); Animated GIFs!524 (ID 052313); Videos!437 (ID 052312); Videos!9148 (ID 1129812),https://docs.google.com/spreadsheets/d/1RMmqNGdAmlKWrk7TJsYJRhhsyaacGkRx/edit
